,m,distribution,draw,trueEnt,naive,mean,1smin,1smax,2smin,2smax,samp,N
25986,10.0,9.0,6.0,2.9095962216896774,2.5239860659612976,2.8348066366776403,2.5431717489402597,3.143693303372737,2.327389355776582,3.5191703173972773,1000.0,19.0
25987,10.0,9.0,7.0,2.9095962216896774,2.5048003829823355,2.7509110800410923,2.5070026977174105,2.97951354133254,2.3340049883593603,3.2908178738374154,1000.0,19.0
25988,10.0,9.0,8.0,2.9095962216896774,2.5755886970847777,2.8295302960386937,2.601390012646518,3.048243959787205,2.461652010959486,3.377963039076174,1000.0,19.0
25989,10.0,9.0,9.0,2.9095962216896774,2.4995443056081315,2.7571271721058865,2.5222918585307426,3.000058779520076,2.3301084661937304,3.2774768872463618,1000.0,19.0
25990,10.0,9.0,0.0,2.9095962216896774,2.2954618442383214,2.4920146226408537,2.269796215139456,2.708694969562842,2.124966367527468,2.943192766357482,1000.0,20.0
25991,10.0,9.0,1.0,2.9095962216896774,2.6464393446710153,2.9070599899372795,2.6841837197791887,3.1319146418983497,2.5891769932846826,3.373637984705182,1000.0,20.0
25992,10.0,9.0,2.0,2.9095962216896774,2.5709505944546684,2.799682560952838,2.5709505944546684,3.0157804420666565,2.457717469130148,3.2851215394622972,1000.0,20.0
25993,10.0,9.0,3.0,2.9095962216896774,2.8464393446710154,3.1377505482227823,2.93191464189835,3.329013567391177,2.808694969562842,3.597416845103709,1000.0,20.0
25994,10.0,9.0,4.0,2.9095962216896774,2.5282129458410014,2.758739806684955,2.530305144839322,2.990468570732828,2.3722421719028137,3.3136882430683356,1000.0,20.0
25995,10.0,9.0,5.0,2.9095962216896774,2.9086949695628417,3.1900356560627157,3.0136882430683354,3.3709505944546683,2.9086949695628417,3.589176993284682,1000.0,20.0
25996,10.0,9.0,6.0,2.9095962216896774,2.9086949695628417,3.2066700598315525,2.970950594454668,3.4596724699955352,2.7954618442383206,3.7564258916820026,1000.0,20.0
25997,10.0,9.0,7.0,2.9095962216896774,2.321127473337187,2.517252013708198,2.302901074507173,2.7406454496153465,2.1467931024360523,2.998502992253872,1000.0,20.0
25998,10.0,9.0,8.0,2.9095962216896774,2.5282129458410014,2.7710230313203765,2.5548163946229754,2.9925607697311487,2.3904685707328284,3.2435382701638424,1000.0,20.0
25999,10.0,9.0,9.0,2.9095962216896774,2.8464393446710154,3.138335798429406,2.9464393446710155,3.3351612202118828,2.808694969562842,3.584183719779189,1000.0,20.0
26000,10.0,9.0,0.0,2.9095962216896774,2.261132303628119,2.4557484962832725,2.2425437547917766,2.6594431596567034,2.0880145882281322,2.94991294394765,1000.0,21.0
26001,10.0,9.0,1.0,2.9095962216896774,2.624726209504296,2.8914909638784616,2.6480702569172987,3.1250232298222276,2.465441544363991,3.4125344381082643,1000.0,21.0
26002,10.0,9.0,2.0,2.9095962216896774,2.2797208524644614,2.4620197543400835,2.239018329975255,2.681821201539388,2.1018476384878144,2.987090041620335,1000.0,21.0
26003,10.0,9.0,3.0,2.9095962216896774,2.7792553760679404,3.0417320661438136,2.8385464473934894,3.2368573034220742,2.7026058296661875,3.488617135698405,1000.0,21.0
26004,10.0,9.0,4.0,2.9095962216896774,2.3370193533154193,2.5426980557969054,2.3069272368511644,2.7606668272315984,2.175742117700523,3.1016870433222508,1000.0,21.0
26005,10.0,9.0,5.0,2.9095962216896774,2.624726209504296,2.8455657931852056,2.6559177348401812,3.023037065532881,2.5528321616792033,3.2728043273346206,1000.0,21.0
26006,10.0,9.0,6.0,2.9095962216896774,2.4856936124307727,2.74720521352666,2.459257585671548,3.035441655676781,2.2767595380067482,3.4179027230428387,1000.0,21.0
26007,10.0,9.0,7.0,2.9095962216896774,2.83256087505669,3.0967169749253056,2.9044549228817824,3.292155372885415,2.7732698037311407,3.5058449458861003,1000.0,21.0
26008,10.0,9.0,8.0,2.9095962216896774,2.189238255803027,2.378361443895954,2.142550160977021,2.602144658805746,1.969563110465542,2.868507898969237,1000.0,21.0
26009,10.0,9.0,9.0,2.9095962216896774,2.03118366442286,2.2136049610182256,1.9545341180211064,2.4823665739698937,1.7660504980195073,2.782347355414161,1000.0,21.0
26010,10.0,9.0,0.0,2.9095962216896774,2.737872392231515,2.99978933312163,2.7944684148604484,3.210161461575296,2.6303938478405935,3.489871155898939,1000.0,22.0
26011,10.0,9.0,1.0,2.9095962216896774,2.334209459448049,2.517045109652377,2.300624228940778,2.728347389587008,2.2032737993918556,3.007329246137764,1000.0,22.0
26012,10.0,9.0,2.0,2.9095962216896774,2.0652936884983384,2.206491083255826,2.017048507197416,2.3814127086066668,1.8993171223891006,2.6020832982554554,1000.0,22.0
26013,10.0,9.0,3.0,2.9095962216896774,2.8630945514207635,3.114987897021942,2.919690574049697,3.2953570516174424,2.824242143590157,3.5458013699959396,1000.0,22.0
26014,10.0,9.0,4.0,2.9095962216896774,2.572623663895164,2.792054145313013,2.591095116466377,2.977014434451516,2.463970958187746,3.2497417071787895,1000.0,22.0
26015,10.0,9.0,5.0,2.9095962216896774,2.658993415253806,2.964915063725256,2.6664841896347395,3.258947725832757,2.4790772325250066,3.572889612337179,1000.0,22.0
26016,10.0,9.0,6.0,2.9095962216896774,2.2425725307660715,2.4154071911421373,2.1897880099147002,2.6295412844923125,2.06075434894789,2.842721099760168,1000.0,22.0
26017,10.0,9.0,7.0,2.9095962216896774,2.481714572986073,2.697528743520509,2.481714572986073,2.9043900412972907,2.3210051842001707,3.25533048247034,1000.0,22.0
26018,10.0,9.0,8.0,2.9095962216896774,1.9966675519380233,2.1419228923663676,1.9160113014463258,2.372999838037702,1.7805363018396836,2.6522379822445563,1000.0,22.0
26019,10.0,9.0,9.0,2.9095962216896774,2.681276369602582,2.9002550371040967,2.7201287774331884,3.067923525360608,2.642423961771976,3.3044357307183407,1000.0,22.0
26020,10.0,9.0,0.0,2.9095962216896774,2.3879351961107633,2.555871515715747,2.3684403693409095,2.7550702974400445,2.2583504138783232,3.0409591095304975,1000.0,23.0
26021,10.0,9.0,1.0,2.9095962216896774,2.527207740365985,2.7271966728839603,2.5210464599278852,2.9230078728772995,2.38863856611846,3.263923256761813,1000.0,23.0
26022,10.0,9.0,2.0,2.9095962216896774,2.735761283067285,2.994099463893229,2.7898966090601776,3.1935580227621028,2.615983565581917,3.4544275879794943,1000.0,23.0
26023,10.0,9.0,3.0,2.9095962216896774,2.7570754133139395,3.0034382572721086,2.806868762345533,3.1990231105478752,2.658611826075226,3.4444393878642248,1000.0,23.0
26024,10.0,9.0,4.0,2.9095962216896774,2.724254217567702,2.9782031675782163,2.782731520521893,3.1705438917629367,2.6214486533676897,3.4314134569803283,1000.0,23.0
26025,10.0,9.0,5.0,2.9095962216896774,2.4340899381887553,2.6386486091919137,2.4217673773125563,2.850081090122251,2.2521963107955942,3.129563477060074,1000.0,23.0
26026,10.0,9.0,6.0,2.9095962216896774,2.440251218626855,2.6469708802693437,2.440251218626855,2.8465546085375677,2.2688608486330923,3.0904520204696033,1000.0,23.0
26027,10.0,9.0,7.0,2.9095962216896774,2.702940087321047,2.9570383014448587,2.7419225635053848,3.1748858687242367,2.583162369835679,3.4270714800190296,1000.0,23.0
26028,10.0,9.0,8.0,2.9095962216896774,2.6657769146135104,2.8689125499743926,2.6942561333984494,3.026233177894089,2.611641588620618,3.2646655020403514,1000.0,23.0
26029,10.0,9.0,9.0,2.9095962216896774,2.5946694353352617,2.8376462476862443,2.590327458373963,3.081582254149911,2.432263457356584,3.350498912955008,1000.0,23.0
26030,10.0,9.0,0.0,2.9095962216896774,2.062907291846956,2.2135826161703673,1.9744509144963676,2.4474021158993153,1.8018796874098553,2.7119977333902776,1000.0,24.0
26031,10.0,9.0,1.0,2.9095962216896774,3.073934896284056,3.3825798583650215,3.1766179565636454,3.595028122395579,3.0262162701287783,3.8595496034621113,1000.0,24.0
26032,10.0,9.0,2.0,2.9095962216896774,2.217090774749888,2.3903342288043516,2.1637555080133986,2.618812561796723,2.0165529000704323,2.8806726947020973,1000.0,24.0
26033,10.0,9.0,3.0,2.9095962216896774,2.2316122558164206,2.363031563405697,2.233650553119219,2.5141422162800193,2.1808088829466867,2.6859319269639412,1000.0,24.0
26034,10.0,9.0,4.0,2.9095962216896774,2.5943609377704338,2.8074207550316457,2.6044265594448572,2.996506123370568,2.504161061254578,3.2447626242053005,1000.0,24.0
26035,10.0,9.0,5.0,2.9095962216896774,2.582551816930743,2.831092165546307,2.5911687375774295,3.064543337533677,2.408237090678964,3.332551816930743,1000.0,24.0
